sampled_clusters,whitespace_before_yes,whitespace_after_yes,boundary_cut_yes,windows_with_timestamps,mean_pct_time_decreasing,near_proactive_event_tracker,near_triald,near_TRILogEvent,near_ABTest,near_variant,near_bucket
120,0,0,0,61,0.118,39,191,68,0,57,341
