batch,file,hit_term,pos
12000-14999,part3.zip:part3.txt,確認,274323
12000-14999,part3.zip:part3.txt,監視,274715
12000-14999,part3.zip:part3.txt,通信,274731
12000-14999,part3.zip:part3.txt,可能性,274854
12000-14999,part3.zip:part3.txt,削除,274927
12000-14999,part3.zip:part3.txt,確認,275122
12000-14999,part3.zip:part3.txt,可能性,275147
12000-14999,part3.zip:part3.txt,可能性,304130
12000-14999,part3.zip:part3.txt,可能性,304202
12000-14999,part3.zip:part3.txt,通信,317026
12000-14999,part3.zip:part3.txt,通信,317201
12000-14999,part3.zip:part3.txt,検証,317625
12000-14999,part3.zip:part3.txt,認証,317672
12000-14999,part3.zip:part3.txt,可能性,317723
12000-14999,part3.zip:part3.txt,可能性,318098
12000-14999,part3.zip:part3.txt,可能性,318494
12000-14999,part3.zip:part3.txt,削除,328009
12000-14999,part3.zip:part3.txt,確認,329503
12000-14999,part3.zip:part3.txt,確認,329660
12000-14999,part3.zip:part3.txt,確認,332179
12000-14999,part3.zip:part3.txt,確認,334176
12000-14999,part3.zip:part3.txt,確認,336325
12000-14999,part3.zip:part3.txt,通信,336480
12000-14999,part3.zip:part3.txt,確認,336815
12000-14999,part3.zip:part3.txt,確認,337965
12000-14999,part3.zip:part3.txt,確認,340147
12000-14999,part3.zip:part3.txt,確認,346738
12000-14999,part3.zip:part3.txt,設定,358844
12000-14999,part3.zip:part3.txt,通信,359290
12000-14999,part3.zip:part3.txt,通信,359333
12000-14999,part3.zip:part3.txt,監視,359571
12000-14999,part3.zip:part3.txt,可能性,359613
12000-14999,part3.zip:part3.txt,通信,359670
12000-14999,part3.zip:part3.txt,通信,360250
12000-14999,part3.zip:part3.txt,追跡,360268
12000-14999,part3.zip:part3.txt,可能性,360297
12000-14999,part3.zip:part3.txt,確認,361201
12000-14999,part3.zip:part3.txt,監視,362074
12000-14999,part3.zip:part3.txt,追跡,362129
12000-14999,part3.zip:part3.txt,監視,362568
12000-14999,part3.zip:part3.txt,可能性,362763
12000-14999,part3.zip:part3.txt,確認,363117
12000-14999,part3.zip:part3.txt,通信,363322
12000-14999,part3.zip:part3.txt,確認,363723
12000-14999,part3.zip:part3.txt,退避,364135
12000-14999,part3.zip:part3.txt,設定,364229
12000-14999,part3.zip:part3.txt,監視,366172
12000-14999,part3.zip:part3.txt,可能性,366208
12000-14999,part3.zip:part3.txt,可能性,366547
12000-14999,part3.zip:part3.txt,可能性,366926
12000-14999,part3.zip:part3.txt,監視,366965
12000-14999,part3.zip:part3.txt,可能性,367004
12000-14999,part3.zip:part3.txt,通信,369101
12000-14999,part3.zip:part3.txt,通信,369295
12000-14999,part3.zip:part3.txt,監視,369461
12000-14999,part3.zip:part3.txt,追跡,369473
12000-14999,part3.zip:part3.txt,監視,369910
12000-14999,part3.zip:part3.txt,可能性,369942
12000-14999,part3.zip:part3.txt,通信,369956
12000-14999,part3.zip:part3.txt,通信,370345
12000-14999,part3.zip:part3.txt,通信,370456
12000-14999,part3.zip:part3.txt,通信,390282
12000-14999,part3.zip:part3.txt,通信,390378
12000-14999,part3.zip:part3.txt,通信,390497
12000-14999,part3.zip:part3.txt,通信,390608
12000-14999,part3.zip:part3.txt,通信,390688
12000-14999,part3.zip:part3.txt,通信,390703
12000-14999,part3.zip:part3.txt,通信,392601
12000-14999,part3.zip:part3.txt,削除,392638
12000-14999,part3.zip:part3.txt,通信,392698
12000-14999,part3.zip:part3.txt,通信,392764
12000-14999,part3.zip:part3.txt,通信,392816
12000-14999,part3.zip:part3.txt,設定,394605
12000-14999,part3.zip:part3.txt,確認,394693
12000-14999,part3.zip:part3.txt,設定,396996
12000-14999,part3.zip:part3.txt,確認,397096
12000-14999,part3.zip:part3.txt,設定,398635
12000-14999,part3.zip:part3.txt,確認,398735
12000-14999,part3.zip:part3.txt,検証,406954
12000-14999,part3.zip:part3.txt,検証,407470
12000-14999,part3.zip:part3.txt,可能性,407613
12000-14999,part3.zip:part3.txt,通信,407671
12000-14999,part3.zip:part3.txt,遮断,407673
12000-14999,part3.zip:part3.txt,通信,407861
12000-14999,part3.zip:part3.txt,通信,407916
12000-14999,part3.zip:part3.txt,可能性,407930
12000-14999,part3.zip:part3.txt,通信,408196
12000-14999,part3.zip:part3.txt,削除,408213
12000-14999,part3.zip:part3.txt,通信,408262
12000-14999,part3.zip:part3.txt,遮断,408265
12000-14999,part3.zip:part3.txt,設定,410072
12000-14999,part3.zip:part3.txt,確認,410162
12000-14999,part3.zip:part3.txt,設定,412483
12000-14999,part3.zip:part3.txt,確認,412578
12000-14999,part3.zip:part3.txt,設定,414134
12000-14999,part3.zip:part3.txt,確認,414229
12000-14999,part3.zip:part3.txt,確認,416187
12000-14999,part3.zip:part3.txt,確認,416294
12000-14999,part3.zip:part3.txt,確認,418654
12000-14999,part3.zip:part3.txt,確認,418761
12000-14999,part3.zip:part3.txt,通信,422428
12000-14999,part3.zip:part3.txt,設定,422770
12000-14999,part3.zip:part3.txt,設定,423189
12000-14999,part3.zip:part3.txt,通信,423192
12000-14999,part3.zip:part3.txt,追跡,423395
12000-14999,part3.zip:part3.txt,削除,423409
12000-14999,part3.zip:part3.txt,通信,423482
12000-14999,part3.zip:part3.txt,設定,423608
12000-14999,part3.zip:part3.txt,位置情報,423626
12000-14999,part3.zip:part3.txt,確認,424768
12000-14999,part3.zip:part3.txt,可能性,424917
12000-14999,part3.zip:part3.txt,監視,425018
12000-14999,part3.zip:part3.txt,監視,426305
12000-14999,part3.zip:part3.txt,監視,426563
12000-14999,part3.zip:part3.txt,削除,426902
12000-14999,part3.zip:part3.txt,追跡,446234
12000-14999,part3.zip:part3.txt,監視,446257
12000-14999,part3.zip:part3.txt,追跡,446429
12000-14999,part3.zip:part3.txt,監視,446788
12000-14999,part3.zip:part3.txt,位置情報,447062
12000-14999,part3.zip:part3.txt,監視,447072
12000-14999,part3.zip:part3.txt,通信,447201
12000-14999,part3.zip:part3.txt,通信,447348
12000-14999,part3.zip:part3.txt,監視,447457
12000-14999,part3.zip:part3.txt,可能性,447526
12000-14999,part3.zip:part3.txt,可能性,447620
12000-14999,part3.zip:part3.txt,可能性,447742
12000-14999,part3.zip:part3.txt,削除,448110
12000-14999,part3.zip:part3.txt,遮断,460909
12000-14999,part3.zip:part3.txt,通信,461554
12000-14999,part3.zip:part3.txt,検証,461843
12000-14999,part3.zip:part3.txt,同期,461853
12000-14999,part3.zip:part3.txt,可能性,461928
12000-14999,part3.zip:part3.txt,通信,462293
12000-14999,part3.zip:part3.txt,可能性,462318
12000-14999,part3.zip:part3.txt,削除,462646
12000-14999,part3.zip:part3.txt,追跡,462831
12000-14999,part3.zip:part3.txt,通信,462891
12000-14999,part3.zip:part3.txt,確認,465047
12000-14999,part3.zip:part3.txt,確認,467435
12000-14999,part3.zip:part3.txt,確認,469126
12000-14999,part3.zip:part3.txt,確認,471011
12000-14999,part3.zip:part3.txt,通信,471269
12000-14999,part3.zip:part3.txt,通信,471295
12000-14999,part3.zip:part3.txt,アクセス,471323
12000-14999,part3.zip:part3.txt,通信,471343
12000-14999,part3.zip:part3.txt,可能性,471371
12000-14999,part3.zip:part3.txt,検証,471447
12000-14999,part3.zip:part3.txt,通信,471463
12000-14999,part3.zip:part3.txt,検証,471487
12000-14999,part3.zip:part3.txt,通信,471496
12000-14999,part3.zip:part3.txt,通信,471531
12000-14999,part3.zip:part3.txt,可能性,471562
12000-14999,part3.zip:part3.txt,設定,471708
12000-14999,part3.zip:part3.txt,監視,471733
12000-14999,part3.zip:part3.txt,可能性,471890
12000-14999,part3.zip:part3.txt,通信,472412
12000-14999,part3.zip:part3.txt,遮断,472415
12000-14999,part3.zip:part3.txt,可能性,472715
12000-14999,part3.zip:part3.txt,監視,472802
12000-14999,part3.zip:part3.txt,可能性,473373
12000-14999,part3.zip:part3.txt,通信,475446
12000-14999,part3.zip:part3.txt,可能性,475781
12000-14999,part3.zip:part3.txt,通信,475986
12000-14999,part3.zip:part3.txt,通信,476431
12000-14999,part3.zip:part3.txt,確認,482869
12000-14999,part3.zip:part3.txt,確認,482992
12000-14999,part3.zip:part3.txt,遮断,483006
12000-14999,part3.zip:part3.txt,通信,483051
12000-14999,part3.zip:part3.txt,確認,483055
12000-14999,part3.zip:part3.txt,確認,489337
12000-14999,part3.zip:part3.txt,確認,489437
12000-14999,part3.zip:part3.txt,確認,490681
12000-14999,part3.zip:part3.txt,確認,490781
12000-14999,part3.zip:part3.txt,確認,492348
12000-14999,part3.zip:part3.txt,可能性,506121
12000-14999,part3.zip:part3.txt,アクセス,506569
12000-14999,part3.zip:part3.txt,確認,506632
12000-14999,part3.zip:part3.txt,退避,508839
12000-14999,part3.zip:part3.txt,可能性,508954
12000-14999,part3.zip:part3.txt,通信,508966
12000-14999,part3.zip:part3.txt,遮断,510355
12000-14999,part3.zip:part3.txt,遮断,510433
12000-14999,part3.zip:part3.txt,可能性,510527
12000-14999,part3.zip:part3.txt,遮断,510572
12000-14999,part3.zip:part3.txt,遮断,510659
12000-14999,part3.zip:part3.txt,監視,510662
12000-14999,part3.zip:part3.txt,追跡,510665
12000-14999,part3.zip:part3.txt,設定,533335
12000-14999,part3.zip:part3.txt,設定,533403
12000-14999,part3.zip:part3.txt,監視,534089
12000-14999,part3.zip:part3.txt,可能性,534113
12000-14999,part3.zip:part3.txt,追跡,534369
12000-14999,part3.zip:part3.txt,可能性,534444
12000-14999,part3.zip:part3.txt,通信,549243
12000-14999,part3.zip:part3.txt,通信,549263
12000-14999,part3.zip:part3.txt,遮断,549271
12000-14999,part3.zip:part3.txt,可能性,549285
12000-14999,part3.zip:part3.txt,監視,549481
12000-14999,part3.zip:part3.txt,可能性,549768
12000-14999,part3.zip:part3.txt,通信,550198
12000-14999,part3.zip:part3.txt,設定,550201
12000-14999,part3.zip:part3.txt,通信,550220
12000-14999,part3.zip:part3.txt,可能性,550287
12000-14999,part3.zip:part3.txt,可能性,568214
12000-14999,part3.zip:part3.txt,可能性,568801
12000-14999,part3.zip:part3.txt,監視,568844
12000-14999,part3.zip:part3.txt,確認,568962
12000-14999,part3.zip:part3.txt,確認,579885
12000-14999,part3.zip:part3.txt,確認,582362
12000-14999,part3.zip:part3.txt,設定,586716
12000-14999,part3.zip:part3.txt,確認,588890
12000-14999,part3.zip:part3.txt,確認,590049
12000-14999,part3.zip:part3.txt,確認,592483
12000-14999,part3.zip:part3.txt,確認,595986
12000-14999,part3.zip:part3.txt,確認,596016
12000-14999,part3.zip:part3.txt,通信,596098
12000-14999,part3.zip:part3.txt,設定,596133
12000-14999,part3.zip:part3.txt,可能性,596177
12000-14999,part3.zip:part3.txt,設定,613392
12000-14999,part3.zip:part3.txt,アクセス,613430
12000-14999,part3.zip:part3.txt,可能性,613447
12000-14999,part3.zip:part3.txt,通信,613519
12000-14999,part3.zip:part3.txt,通信,613604
12000-14999,part3.zip:part3.txt,通信,613662
12000-14999,part3.zip:part3.txt,確認,615000
12000-14999,part3.zip:part3.txt,可能性,620642
12000-14999,part3.zip:part3.txt,可能性,620869
12000-14999,part3.zip:part3.txt,可能性,620958
12000-14999,part3.zip:part3.txt,確認,621059
12000-14999,part3.zip:part3.txt,確認,621107
12000-14999,part3.zip:part3.txt,確認,621262
12000-14999,part3.zip:part3.txt,確認,621362
12000-14999,part3.zip:part3.txt,確認,621404
12000-14999,part3.zip:part3.txt,確認,623769
12000-14999,part3.zip:part3.txt,アクセス,623951
12000-14999,part3.zip:part3.txt,復元,624136
12000-14999,part3.zip:part3.txt,可能性,624245
12000-14999,part3.zip:part3.txt,可能性,624305
12000-14999,part3.zip:part3.txt,確認,624374
12000-14999,part3.zip:part3.txt,アクセス,624394
12000-14999,part3.zip:part3.txt,確認,624425
12000-14999,part3.zip:part3.txt,可能性,624537
12000-14999,part3.zip:part3.txt,アクセス,624587
12000-14999,part3.zip:part3.txt,可能性,632413
12000-14999,part3.zip:part3.txt,削除,632490
12000-14999,part3.zip:part3.txt,削除,632527
12000-14999,part3.zip:part3.txt,削除,632551
12000-14999,part3.zip:part3.txt,削除,632596
12000-14999,part3.zip:part3.txt,同期,632614
12000-14999,part3.zip:part3.txt,削除,632644
12000-14999,part3.zip:part3.txt,削除,632702
12000-14999,part3.zip:part3.txt,削除,632798
12000-14999,part3.zip:part3.txt,確認,632931
12000-14999,part3.zip:part3.txt,削除,633044
12000-14999,part3.zip:part3.txt,削除,633102
12000-14999,part3.zip:part3.txt,監視,635643
12000-14999,part3.zip:part3.txt,削除,635898
12000-14999,part3.zip:part3.txt,確認,636104
12000-14999,part3.zip:part3.txt,確認,636206
12000-14999,part3.zip:part3.txt,位置情報,640322
12000-14999,part3.zip:part3.txt,通信,640334
12000-14999,part3.zip:part3.txt,監視,640338
12000-14999,part3.zip:part3.txt,設定,640593
12000-14999,part3.zip:part3.txt,アクセス,640606
12000-14999,part3.zip:part3.txt,可能性,640613
12000-14999,part3.zip:part3.txt,設定,641366
12000-14999,part3.zip:part3.txt,確認,641422
12000-14999,part3.zip:part3.txt,削除,641435
12000-14999,part3.zip:part3.txt,確認,664008
12000-14999,part3.zip:part3.txt,可能性,664277
12000-14999,part3.zip:part3.txt,通信,664352
12000-14999,part3.zip:part3.txt,確認,734015
12000-14999,part3.zip:part3.txt,監視,734281
12000-14999,part3.zip:part3.txt,監視,734292
12000-14999,part3.zip:part3.txt,可能性,734295
12000-14999,part3.zip:part3.txt,位置情報,734359
12000-14999,part3.zip:part3.txt,監視,734466
12000-14999,part3.zip:part3.txt,監視,776049
12000-14999,part3.zip:part3.txt,監視,776060
12000-14999,part3.zip:part3.txt,位置情報,776195
12000-14999,part3.zip:part3.txt,可能性,776472
12000-14999,part3.zip:part3.txt,監視,776519
12000-14999,part3.zip:part3.txt,可能性,776533
12000-14999,part3.zip:part3.txt,監視,784918
12000-14999,part3.zip:part3.txt,可能性,784970
12000-14999,part3.zip:part3.txt,追跡,785065
12000-14999,part3.zip:part3.txt,同期,785101
12000-14999,part3.zip:part3.txt,認証,791170
12000-14999,part3.zip:part3.txt,認証,793470
12000-14999,part3.zip:part3.txt,認証,793477
12000-14999,part3.zip:part3.txt,認証,794225
12000-14999,part3.zip:part3.txt,認証,794340
12000-14999,part3.zip:part3.txt,認証,794349
12000-14999,part3.zip:part3.txt,設定,794929
12000-14999,part3.zip:part3.txt,認証,795602
12000-14999,part3.zip:part3.txt,設定,795766
12000-14999,part3.zip:part3.txt,認証,798421
12000-14999,part3.zip:part3.txt,通信,800333
12000-14999,part3.zip:part3.txt,通信,800365
12000-14999,part3.zip:part3.txt,認証,800512
12000-14999,part3.zip:part3.txt,通信,800727
12000-14999,part3.zip:part3.txt,通信,800836
12000-14999,part3.zip:part3.txt,確認,800889
12000-14999,part3.zip:part3.txt,認証,801883
12000-14999,part3.zip:part3.txt,認証,802752
12000-14999,part3.zip:part3.txt,削除,803223
12000-14999,part3.zip:part3.txt,設定,803238
12000-14999,part3.zip:part3.txt,削除,803259
12000-14999,part3.zip:part3.txt,設定,803280
12000-14999,part3.zip:part3.txt,可能性,803377
12000-14999,part3.zip:part3.txt,検証,803407
12000-14999,part3.zip:part3.txt,設定,803647
12000-14999,part3.zip:part3.txt,可能性,803698
12000-14999,part3.zip:part3.txt,認証,803730
12000-14999,part3.zip:part3.txt,認証,803747
12000-14999,part3.zip:part3.txt,同期,803784
12000-14999,part3.zip:part3.txt,認証,803874
12000-14999,part3.zip:part3.txt,認証,804012
12000-14999,part3.zip:part3.txt,設定,804091
12000-14999,part3.zip:part3.txt,可能性,805762
12000-14999,part3.zip:part3.txt,認証,805823
12000-14999,part3.zip:part3.txt,監視,806044
12000-14999,part3.zip:part3.txt,共有,806235
12000-14999,part3.zip:part3.txt,アクセス,806544
12000-14999,part3.zip:part3.txt,認証,806560
12000-14999,part3.zip:part3.txt,確認,806569
12000-14999,part3.zip:part3.txt,削除,806586
12000-14999,part3.zip:part3.txt,復元,806728
12000-14999,part3.zip:part3.txt,復元,806763
12000-14999,part3.zip:part3.txt,認証,806833
12000-14999,part3.zip:part3.txt,認証,807069
12000-14999,part3.zip:part3.txt,確認,807132
12000-14999,part3.zip:part3.txt,通信,809155
12000-14999,part3.zip:part3.txt,可能性,809167
12000-14999,part3.zip:part3.txt,通信,809212
12000-14999,part3.zip:part3.txt,通信,809429
12000-14999,part3.zip:part3.txt,秘密,809568
12000-14999,part3.zip:part3.txt,指令,809579
12000-14999,part3.zip:part3.txt,通信,809710
12000-14999,part3.zip:part3.txt,認証,809714
12000-14999,part3.zip:part3.txt,監視,809729
12000-14999,part3.zip:part3.txt,通信,809833
12000-14999,part3.zip:part3.txt,遮断,809835
12000-14999,part3.zip:part3.txt,遮断,809861
12000-14999,part3.zip:part3.txt,認証,809892
12000-14999,part3.zip:part3.txt,認証,809907
12000-14999,part3.zip:part3.txt,監視,810059
12000-14999,part3.zip:part3.txt,通信,811989
12000-14999,part3.zip:part3.txt,通信,812108
12000-14999,part3.zip:part3.txt,可能性,812167
12000-14999,part3.zip:part3.txt,可能性,812217
12000-14999,part3.zip:part3.txt,可能性,812299
12000-14999,part3.zip:part3.txt,通信,812326
12000-14999,part3.zip:part3.txt,可能性,812377
12000-14999,part3.zip:part3.txt,可能性,813020
12000-14999,part3.zip:part3.txt,通信,813235
12000-14999,part3.zip:part3.txt,可能性,813349
12000-14999,part3.zip:part3.txt,可能性,815367
12000-14999,part3.zip:part3.txt,通信,815423
12000-14999,part3.zip:part3.txt,遮断,815784
12000-14999,part3.zip:part3.txt,遮断,815836
12000-14999,part3.zip:part3.txt,監視,817818
12000-14999,part3.zip:part3.txt,可能性,817898
12000-14999,part3.zip:part3.txt,通信,818038
12000-14999,part3.zip:part3.txt,可能性,818108
12000-14999,part3.zip:part3.txt,遮断,818451
12000-14999,part3.zip:part3.txt,遮断,818539
12000-14999,part3.zip:part3.txt,遮断,818619
12000-14999,part3.zip:part3.txt,設定,818806
12000-14999,part3.zip:part3.txt,設定,818847
12000-14999,part3.zip:part3.txt,アクセス,818862
12000-14999,part3.zip:part3.txt,確認,818942
12000-14999,part3.zip:part3.txt,削除,818967
12000-14999,part3.zip:part3.txt,可能性,821070
12000-14999,part3.zip:part3.txt,秘密,821149
12000-14999,part3.zip:part3.txt,通信,821250
12000-14999,part3.zip:part3.txt,通信,821586
12000-14999,part3.zip:part3.txt,可能性,821610
12000-14999,part3.zip:part3.txt,通信,821656
12000-14999,part3.zip:part3.txt,可能性,821786
12000-14999,part3.zip:part3.txt,通信,822013
12000-14999,part3.zip:part3.txt,遮断,822316
12000-14999,part3.zip:part3.txt,遮断,822324
12000-14999,part3.zip:part3.txt,通信,824865
12000-14999,part3.zip:part3.txt,通信,824871
12000-14999,part3.zip:part3.txt,可能性,824883
12000-14999,part3.zip:part3.txt,通信,825050
12000-14999,part3.zip:part3.txt,監視,825440
12000-14999,part3.zip:part3.txt,遮断,825571
12000-14999,part3.zip:part3.txt,通信,825711
12000-14999,part3.zip:part3.txt,可能性,827637
12000-14999,part3.zip:part3.txt,可能性,827803
12000-14999,part3.zip:part3.txt,監視,827828
12000-14999,part3.zip:part3.txt,可能性,828139
12000-14999,part3.zip:part3.txt,監視,828547
12000-14999,part3.zip:part3.txt,確認,830438
12000-14999,part3.zip:part3.txt,認証,830516
12000-14999,part3.zip:part3.txt,認証,830526
12000-14999,part3.zip:part3.txt,可能性,830644
12000-14999,part3.zip:part3.txt,可能性,830670
12000-14999,part3.zip:part3.txt,可能性,830692
12000-14999,part3.zip:part3.txt,可能性,830846
12000-14999,part3.zip:part3.txt,設定,830919
12000-14999,part3.zip:part3.txt,認証,831026
12000-14999,part3.zip:part3.txt,可能性,831098
12000-14999,part3.zip:part3.txt,可能性,831227
12000-14999,part3.zip:part3.txt,確認,831373
12000-14999,part3.zip:part3.txt,確認,831404
12000-14999,part3.zip:part3.txt,設定,831421
12000-14999,part3.zip:part3.txt,確認,831469
12000-14999,part3.zip:part3.txt,削除,831497
12000-14999,part3.zip:part3.txt,確認,831575
12000-14999,part3.zip:part3.txt,削除,831578
12000-14999,part3.zip:part3.txt,確認,831649
12000-14999,part3.zip:part3.txt,削除,831664
12000-14999,part3.zip:part3.txt,設定,831688
12000-14999,part3.zip:part3.txt,同期,831794
12000-14999,part3.zip:part3.txt,認証,831840
12000-14999,part3.zip:part3.txt,認証,833969
12000-14999,part3.zip:part3.txt,認証,834007
12000-14999,part3.zip:part3.txt,認証,834059
12000-14999,part3.zip:part3.txt,認証,834078
12000-14999,part3.zip:part3.txt,許可,834098
12000-14999,part3.zip:part3.txt,可能性,834185
12000-14999,part3.zip:part3.txt,監視,834252
