logical_path,class,comp_size,file_size,dates_found,pid_presence,session_presence,SYSTEM,MDM,jp_tamper_terms_total,join_key_hits
part1.zip:part1.txt,Sub,10891129,64150208,"2025-08-03,2025-08-04",Yes,Yes,56,0,58,127
