batch,file,hit_term,hit_pos,window_len,has_seam_or_burst,whitespace_ratio,order_anomaly,proactive_event_tracker,triald,TRILogEvent,ABTest,variant,bucket
24000-26999,part3.zip:part3.txt,可能性,921725,60003,False,0.0746,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,921747,60002,False,0.0746,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,設定,921761,60002,False,0.0746,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,設定,922912,60002,False,0.0751,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,923041,60002,False,0.0751,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,設定,923062,60002,False,0.0751,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,確認,923198,60002,False,0.075,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,924364,60002,False,0.074,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,924432,60002,False,0.074,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,追跡,925232,60002,False,0.0741,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,925280,60002,False,0.0741,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,925628,60002,False,0.0743,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,遮断,925634,60002,False,0.0743,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,アクセス,925681,60004,False,0.0743,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,926231,60002,False,0.074,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,アクセス,926281,60004,False,0.0739,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,926413,60002,False,0.0739,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,927469,60002,False,0.0736,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,927507,60002,False,0.0736,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,928294,60002,False,0.0743,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,928449,60002,False,0.0743,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,928492,60002,False,0.0743,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,928517,60002,False,0.0743,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,928684,60002,False,0.0742,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,可能性,928734,60003,False,0.0742,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,928981,60002,False,0.0742,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,929073,60002,False,0.0742,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,929299,60002,False,0.0743,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,検証,929320,60002,False,0.0743,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,アクセス,929345,60004,False,0.0742,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,929492,60002,False,0.0741,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,929560,60002,False,0.074,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,遮断,929566,60002,False,0.074,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,削除,929596,60002,False,0.0741,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,929641,60002,False,0.074,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,929711,60002,False,0.074,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,929737,60002,False,0.074,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,可能性,929770,60003,False,0.074,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,930822,60002,False,0.0733,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,930872,60002,False,0.0733,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,931633,60002,False,0.0746,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,監視,931694,60002,False,0.0746,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,931882,60002,False,0.0748,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,許可,932054,60002,False,0.0749,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,932177,60002,False,0.0748,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,932276,60002,False,0.0748,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,932407,60002,False,0.0741,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,932538,60002,False,0.0735,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,確認,932611,60002,False,0.0733,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,932802,60002,False,0.0732,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,可能性,932946,60003,False,0.0732,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,934575,60002,False,0.0727,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,934674,60002,False,0.0727,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,934747,60002,False,0.0728,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,遮断,934749,60002,False,0.0728,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,934810,60002,False,0.0729,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,934876,60002,False,0.0729,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,935036,60002,False,0.0729,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,935152,60002,False,0.0728,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,935199,60002,False,0.0728,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,935280,60002,False,0.0728,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,936512,60002,False,0.0719,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,937371,60002,False,0.0715,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,937478,60002,False,0.0714,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,937766,60002,False,0.0712,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,937878,60002,False,0.0712,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,938167,60002,False,0.0712,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,遮断,938169,60002,False,0.0712,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,938316,60002,False,0.0713,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,確認,938327,60002,False,0.0713,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,940096,60002,False,0.0743,False,False,False,False,False,False,True
24000-26999,part3.zip:part3.txt,通信,941990,60002,False,0.0765,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,942038,60002,False,0.0766,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,942289,60002,False,0.0771,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,942302,60002,False,0.0771,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,942369,60002,False,0.0772,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,遮断,942452,60002,False,0.0773,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,942553,60002,False,0.0774,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,942753,60002,False,0.0776,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,942810,60002,False,0.0776,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,942844,60003,False,0.0776,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,942852,60002,False,0.0776,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,942908,60002,False,0.0777,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,943007,60002,False,0.0779,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,遮断,943009,60002,False,0.0779,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,943138,60002,False,0.0781,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,943153,60002,False,0.0781,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,944568,60002,False,0.0806,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,946051,60002,False,0.0822,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,アクセス,946144,60004,False,0.0825,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,946390,60002,False,0.0833,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,アクセス,946634,60004,False,0.0837,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,946902,60002,False,0.0842,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,947147,60002,False,0.0845,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,947223,60002,False,0.0846,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,949123,60003,False,0.086,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,949278,60003,False,0.0862,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,949399,60002,False,0.0863,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,949681,60003,False,0.0863,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,949771,60003,False,0.0863,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,949807,60002,False,0.0863,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,951481,60002,False,0.0863,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,951656,60002,False,0.0862,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,遮断,951671,60002,False,0.0863,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,アクセス,951848,60004,False,0.0863,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,設定,951913,60002,False,0.0863,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,設定,951985,60002,False,0.0864,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,復元,952090,60002,False,0.0865,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,955049,60002,False,0.0877,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,追跡,957743,60002,False,0.0882,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,957906,60002,False,0.0883,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,960867,60002,False,0.088,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,961081,60002,False,0.088,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,961782,60003,False,0.0877,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,アクセス,963619,60004,False,0.0869,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,追跡,963865,60002,False,0.087,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,963891,60002,False,0.087,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,設定,964109,60002,False,0.0869,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,964242,60003,False,0.087,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,964290,60002,False,0.087,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,964342,60002,False,0.087,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,削除,964449,60002,False,0.087,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,設定,964454,60002,False,0.087,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,設定,964491,60002,False,0.0869,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,964542,60002,False,0.0869,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,削除,964546,60002,False,0.0869,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,966436,60003,False,0.0872,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,共有,966525,60002,False,0.0872,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,966808,60003,False,0.0872,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,966836,60002,False,0.0872,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,966893,60002,False,0.0872,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,966973,60002,False,0.0872,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,967042,60002,False,0.0873,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,遮断,967203,60002,False,0.0873,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,967223,60002,False,0.0872,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,968991,60003,False,0.0874,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,969126,60003,False,0.0874,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,969223,60003,False,0.0874,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,アクセス,969598,60004,False,0.0874,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,969666,60002,False,0.0873,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,削除,969784,60002,False,0.0873,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,設定,969792,60002,False,0.0873,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,設定,969834,60002,False,0.0873,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,削除,969875,60002,False,0.0873,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,969902,60002,False,0.0874,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,969997,60002,False,0.0874,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,970156,60002,False,0.0876,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,971871,60002,False,0.0882,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,972189,60002,False,0.0881,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,972200,60002,False,0.0881,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,973119,60002,False,0.0881,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,位置情報,973340,60004,False,0.088,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,共有,973707,60002,False,0.0877,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,973796,60002,False,0.0877,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,973905,60002,False,0.0877,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,973992,60002,False,0.0877,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,アクセス,974030,60004,False,0.0877,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,974107,60002,False,0.0878,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,974152,60003,False,0.0877,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,974190,60002,False,0.0877,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,遮断,974192,60002,False,0.0877,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,974279,60002,False,0.0877,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,974325,60002,False,0.0877,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,976068,60002,False,0.0882,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,981198,60002,False,0.0869,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,遮断,981240,60002,False,0.087,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,981262,60002,False,0.087,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,削除,981275,60002,False,0.087,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,追跡,981289,60002,False,0.087,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,同期,981333,60002,False,0.087,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,981398,60003,False,0.087,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,984147,60002,False,0.0859,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,984404,60002,False,0.0861,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,遮断,984406,60002,False,0.0861,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,アクセス,986885,60004,False,0.0885,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,検証,987522,60002,False,0.0887,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,995012,60002,False,0.0872,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,995063,60002,False,0.0873,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,995173,60002,False,0.0873,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,995300,60003,False,0.0874,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,995537,60002,False,0.0873,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,995609,60002,False,0.0874,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,アクセス,995649,60004,False,0.0874,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,995654,60002,False,0.0874,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,995878,60002,False,0.0872,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,995959,60002,False,0.0873,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,997758,60002,False,0.0875,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,997784,60003,False,0.0876,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,997975,60003,False,0.0876,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,997989,60002,False,0.0877,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,998014,60002,False,0.0877,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,998032,60002,False,0.0877,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,998077,60003,False,0.0877,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,998237,60002,False,0.0877,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,998248,60002,False,0.0877,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1000330,60003,False,0.0872,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1000394,60003,False,0.0872,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,1004904,60002,False,0.0876,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,アクセス,1006715,60004,False,0.0867,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,1010577,60002,False,0.0872,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1010814,60003,False,0.0875,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,1010988,60002,False,0.0876,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,アクセス,1011021,60004,False,0.0876,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1011026,60003,False,0.0876,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,1011048,60002,False,0.0875,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1011081,60003,False,0.0876,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1014667,60003,False,0.0863,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,1014974,60002,False,0.0862,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,1015147,60002,False,0.0861,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,1015239,60002,False,0.0862,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,1015326,60002,False,0.0862,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,1015360,60002,False,0.0863,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1015372,60003,False,0.0864,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,1016312,60002,False,0.0872,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1016447,60003,False,0.0873,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,1016552,60002,False,0.0872,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1016672,60003,False,0.0872,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1016700,60003,False,0.0872,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,1016902,60002,False,0.087,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,1017033,60002,False,0.0869,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,1017051,60002,False,0.0869,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,1017099,60002,False,0.0868,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,1017131,60002,False,0.0868,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1017189,60003,False,0.0867,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1017303,60003,False,0.0866,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,追跡,1017399,60002,False,0.0866,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1019343,60003,False,0.0877,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,1019486,60002,False,0.0877,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1019520,60003,False,0.0878,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,1019723,60002,False,0.0881,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,1019744,60002,False,0.0881,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,1019829,60002,False,0.0882,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,1019932,60002,False,0.0882,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,アクセス,1021779,60004,False,0.0881,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,1021984,60002,False,0.0883,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,1022026,60002,False,0.0883,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,1022429,60002,False,0.0889,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1026066,60003,False,0.0901,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,1026337,60002,False,0.0905,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,1026345,60002,False,0.0904,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1026372,60003,False,0.0905,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,1026518,60002,False,0.0907,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1026660,60003,False,0.091,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,1026694,60002,False,0.091,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,1026817,60002,False,0.091,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,アクセス,1029518,60004,False,0.0914,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,1029631,60002,False,0.0914,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1031814,60003,False,0.0913,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,1031860,60002,False,0.0913,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1031893,60003,False,0.0913,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,1032138,60002,False,0.0915,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1033882,60003,False,0.0926,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,1034407,60002,False,0.0926,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1034461,60003,False,0.0926,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,1034514,60002,False,0.0926,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,1037073,60002,False,0.0938,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1037265,60003,False,0.0938,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1037398,60003,False,0.0937,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1037409,60003,False,0.0937,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,1037446,60002,False,0.0937,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,1037467,60002,False,0.0937,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,1037521,60002,False,0.0937,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,1037530,60002,False,0.0937,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,1037626,60002,False,0.0938,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1037660,60003,False,0.0938,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1037692,60003,False,0.0938,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1037786,60003,False,0.0939,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,1037836,60002,False,0.094,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,1037938,60002,False,0.0941,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,1037966,60002,False,0.0941,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1038086,60003,False,0.0943,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,検証,1038136,60002,False,0.0944,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,1040143,60002,False,0.096,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,遮断,1040201,60002,False,0.096,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,確認,1040716,60002,False,0.096,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,遮断,1040910,60002,False,0.0959,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,1042580,60002,False,0.0974,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,通信,1042836,60002,False,0.0973,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,1043176,60002,False,0.0973,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,1043226,60002,False,0.0973,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,1043256,60002,False,0.0973,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,1043578,60002,False,0.0973,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,1043628,60002,False,0.0973,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,1045375,60002,False,0.0956,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,可能性,1045542,60003,False,0.0956,False,False,False,False,False,False,False
24000-26999,part3.zip:part3.txt,監視,1045618,60002,False,0.0956,False,False,False,False,False,False,False
