batch,file,hit_term,hit_pos,window_len,has_seam_or_burst,whitespace_ratio,order_anomaly,proactive_event_tracker,triald,TRILogEvent,ABTest,variant,bucket
27000-28359,part3.zip:part3.txt,確認,467435,60002,False,0.0579,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,469126,60002,False,0.0598,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,471011,60002,False,0.0623,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,471269,60002,False,0.063,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,471295,60002,False,0.063,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,アクセス,471323,60004,False,0.063,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,471343,60002,False,0.063,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,471371,60003,False,0.063,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,検証,471447,60002,False,0.0631,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,471463,60002,False,0.0631,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,検証,471487,60002,False,0.0631,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,471496,60002,False,0.0631,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,471531,60002,False,0.0631,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,471562,60003,False,0.0631,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,設定,471708,60002,False,0.0634,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,監視,471733,60002,False,0.0634,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,471890,60003,False,0.0635,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,472412,60002,False,0.0638,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,遮断,472415,60002,False,0.0638,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,472715,60003,False,0.0641,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,監視,472802,60002,False,0.0642,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,473373,60003,False,0.0649,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,475446,60002,False,0.0673,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,475781,60003,False,0.0672,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,475986,60002,False,0.0673,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,476431,60002,False,0.0674,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,482869,60002,False,0.0715,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,482992,60002,False,0.0717,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,遮断,483006,60002,False,0.0717,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,483051,60002,False,0.0717,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,483055,60002,False,0.0717,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,489337,60002,False,0.0794,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,489437,60002,False,0.0795,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,490681,60002,False,0.081,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,490781,60002,False,0.0812,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,492348,60002,False,0.0797,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,506121,60003,False,0.0713,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,アクセス,506569,60004,False,0.0709,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,506632,60002,False,0.0709,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,退避,508839,60002,False,0.0698,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,508954,60003,False,0.0696,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,508966,60002,False,0.0696,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,遮断,510355,60002,False,0.0674,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,遮断,510433,60002,False,0.0674,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,510527,60003,False,0.0674,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,遮断,510572,60002,False,0.0674,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,遮断,510659,60002,False,0.0674,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,監視,510662,60002,False,0.0674,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,追跡,510665,60002,False,0.0674,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,設定,533335,60002,False,0.0772,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,設定,533403,60002,False,0.0773,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,監視,534089,60002,False,0.077,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,534113,60003,False,0.077,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,追跡,534369,60002,False,0.0774,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,534444,60003,False,0.0774,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,549243,60002,False,0.0834,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,549263,60002,False,0.0834,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,遮断,549271,60002,False,0.0834,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,549285,60003,False,0.0834,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,監視,549481,60002,False,0.0833,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,549768,60003,False,0.0834,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,550198,60002,False,0.0839,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,設定,550201,60002,False,0.0839,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,550220,60002,False,0.0839,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,550287,60003,False,0.0839,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,568214,60003,False,0.0821,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,568801,60003,False,0.0827,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,監視,568844,60002,False,0.0829,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,568962,60002,False,0.0832,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,579885,60002,False,0.0883,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,582362,60002,False,0.0851,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,設定,586716,60002,False,0.0848,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,588890,60002,False,0.0799,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,590049,60002,False,0.0782,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,592483,60002,False,0.0749,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,595986,60002,False,0.0705,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,596016,60002,False,0.0704,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,596098,60002,False,0.0702,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,設定,596133,60002,False,0.0702,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,596177,60003,False,0.0701,True,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,設定,613392,60002,False,0.0702,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,アクセス,613430,60004,False,0.0702,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,613447,60003,False,0.0702,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,613519,60002,False,0.0703,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,613604,60002,False,0.0703,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,613662,60002,False,0.0703,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,615000,60002,False,0.0719,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,620642,60003,False,0.0706,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,620869,60003,False,0.0706,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,620958,60003,False,0.0707,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,621059,60002,False,0.0707,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,621107,60002,False,0.0707,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,621262,60002,False,0.0708,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,621362,60002,False,0.0708,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,621404,60002,False,0.0708,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,623769,60002,False,0.0735,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,アクセス,623951,60004,False,0.0735,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,復元,624136,60002,False,0.0735,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,624245,60003,False,0.0735,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,624305,60003,False,0.0736,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,624374,60002,False,0.0737,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,アクセス,624394,60004,False,0.0737,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,624425,60002,False,0.0737,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,624537,60003,False,0.0739,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,アクセス,624587,60004,False,0.074,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,632413,60003,False,0.0945,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,削除,632490,60002,False,0.0947,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,削除,632527,60002,False,0.0948,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,削除,632551,60002,False,0.0949,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,削除,632596,60002,False,0.0952,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,同期,632614,60002,False,0.0953,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,削除,632644,60002,False,0.0953,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,削除,632702,60002,False,0.0954,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,削除,632798,60002,False,0.0957,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,632931,60002,False,0.0963,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,削除,633044,60002,False,0.0967,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,削除,633102,60002,False,0.0967,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,監視,635643,60002,False,0.0968,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,削除,635898,60002,False,0.0965,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,636104,60002,False,0.0963,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,636206,60002,False,0.0962,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,位置情報,640322,60004,False,0.0925,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,640334,60002,False,0.0925,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,監視,640338,60002,False,0.0925,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,設定,640593,60002,False,0.0924,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,アクセス,640606,60004,False,0.0924,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,640613,60003,False,0.0924,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,設定,641366,60002,False,0.0918,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,641422,60002,False,0.0918,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,削除,641435,60002,False,0.0918,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,664008,60002,False,0.0653,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,664277,60003,False,0.065,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,664352,60002,False,0.0648,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,734015,60002,False,0.0386,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,監視,734281,60002,False,0.0386,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,監視,734292,60002,False,0.0386,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,734295,60003,False,0.0386,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,位置情報,734359,60004,False,0.0386,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,監視,734466,60002,False,0.0386,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,監視,776049,60002,False,0.0821,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,監視,776060,60002,False,0.0821,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,位置情報,776195,60004,False,0.0824,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,776472,60003,False,0.083,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,監視,776519,60002,False,0.0831,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,776533,60003,False,0.0831,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,監視,784918,60002,False,0.0969,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,784970,60003,False,0.097,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,追跡,785065,60002,False,0.0973,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,同期,785101,60002,False,0.0974,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,791170,60002,False,0.107,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,793470,60002,False,0.1103,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,793477,60002,False,0.1103,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,794225,60002,False,0.1106,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,794340,60002,False,0.1108,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,794349,60002,False,0.1108,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,設定,794929,60002,False,0.1119,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,795602,60002,False,0.1125,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,設定,795766,60002,False,0.1125,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,798421,60002,False,0.109,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,800333,60002,False,0.1097,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,800365,60002,False,0.1096,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,800512,60002,False,0.1089,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,800727,60002,False,0.108,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,800836,60002,False,0.1076,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,800889,60002,False,0.1073,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,801883,60002,False,0.1066,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,802752,60002,False,0.1024,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,削除,803223,60002,False,0.1008,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,設定,803238,60002,False,0.1008,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,削除,803259,60002,False,0.1007,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,設定,803280,60002,False,0.1006,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,803377,60003,False,0.1003,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,検証,803407,60002,False,0.1001,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,設定,803647,60002,False,0.0993,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,803698,60003,False,0.0991,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,803730,60002,False,0.099,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,803747,60002,False,0.099,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,同期,803784,60002,False,0.0989,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,803874,60002,False,0.0988,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,804012,60002,False,0.0985,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,設定,804091,60002,False,0.0983,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,805762,60003,False,0.0974,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,805823,60002,False,0.0974,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,監視,806044,60002,False,0.0963,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,共有,806235,60002,False,0.0953,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,アクセス,806544,60004,False,0.094,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,806560,60002,False,0.0939,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,806569,60002,False,0.0939,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,削除,806586,60002,False,0.0939,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,復元,806728,60002,False,0.094,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,復元,806763,60002,False,0.0939,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,806833,60002,False,0.0939,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,807069,60002,False,0.0938,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,807132,60002,False,0.0939,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,809155,60002,False,0.0962,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,809167,60003,False,0.0962,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,809212,60002,False,0.0962,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,809429,60002,False,0.0962,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,秘密,809568,60002,False,0.0969,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,指令,809579,60002,False,0.097,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,809710,60002,False,0.0979,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,809714,60002,False,0.0979,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,監視,809729,60002,False,0.098,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,809833,60002,False,0.0983,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,遮断,809835,60002,False,0.0983,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,遮断,809861,60002,False,0.0985,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,809892,60002,False,0.0987,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,809907,60002,False,0.0987,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,監視,810059,60002,False,0.0996,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,811989,60002,False,0.1026,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,812108,60002,False,0.1028,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,812167,60003,False,0.1028,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,812217,60003,False,0.1029,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,812299,60003,False,0.1031,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,812326,60002,False,0.1031,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,812377,60003,False,0.103,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,813020,60003,False,0.1033,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,813235,60002,False,0.1033,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,813349,60003,False,0.1033,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,815367,60003,False,0.1138,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,815423,60002,False,0.1141,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,遮断,815784,60002,False,0.1161,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,遮断,815836,60002,False,0.1164,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,監視,817818,60002,False,0.1204,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,817898,60003,False,0.1204,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,818038,60002,False,0.1205,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,818108,60003,False,0.1205,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,遮断,818451,60002,False,0.1208,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,遮断,818539,60002,False,0.1209,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,遮断,818619,60002,False,0.121,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,設定,818806,60002,False,0.1212,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,設定,818847,60002,False,0.1213,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,アクセス,818862,60004,False,0.1214,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,818942,60002,False,0.1215,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,削除,818967,60002,False,0.1216,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,821070,60003,False,0.1226,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,秘密,821149,60002,False,0.1225,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,821250,60002,False,0.1223,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,821586,60002,False,0.1222,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,821610,60003,False,0.1223,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,821656,60002,False,0.1225,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,821786,60003,False,0.1227,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,822013,60002,False,0.1234,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,遮断,822316,60002,False,0.1245,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,遮断,822324,60002,False,0.1245,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,824865,60002,False,0.1294,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,824871,60002,False,0.1294,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,824883,60003,False,0.1295,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,825050,60002,False,0.1295,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,監視,825440,60002,False,0.1292,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,遮断,825571,60002,False,0.129,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,825711,60002,False,0.1288,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,827637,60003,False,0.1301,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,827803,60003,False,0.1298,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,監視,827828,60002,False,0.1298,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,828139,60003,False,0.128,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,監視,828547,60002,False,0.1276,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,830438,60002,False,0.1278,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,830516,60002,False,0.1278,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,830526,60002,False,0.1278,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,830644,60003,False,0.128,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,830670,60003,False,0.1279,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,830692,60003,False,0.128,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,830846,60003,False,0.128,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,設定,830919,60002,False,0.128,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,831026,60002,False,0.1281,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,831098,60003,False,0.128,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,831227,60003,False,0.1282,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,831373,60002,False,0.1283,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,831404,60002,False,0.1284,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,設定,831421,60002,False,0.1283,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,831469,60002,False,0.1283,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,削除,831497,60002,False,0.1283,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,831575,60002,False,0.1284,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,削除,831578,60002,False,0.1284,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,確認,831649,60002,False,0.1284,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,削除,831664,60002,False,0.1285,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,設定,831688,60002,False,0.1285,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,同期,831794,60002,False,0.1284,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,831840,60002,False,0.1284,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,833969,60002,False,0.128,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,834007,60002,False,0.128,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,834059,60002,False,0.128,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,認証,834078,60002,False,0.128,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,許可,834098,60002,False,0.128,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,可能性,834185,60003,False,0.1281,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,監視,834252,60002,False,0.1281,False,False,False,False,False,False,False
27000-28359,part3.zip:part3.txt,通信,834961,60002,False,0.1286,False,False,False,False,False,False,False
