batch,file,hit_term,hit_pos,window_len,has_seam_or_burst,whitespace_ratio,order_anomaly,proactive_event_tracker,triald,TRILogEvent,ABTest,variant,bucket,timestamp
06000-08999,part3.zip:part3.txt,通信,929299,60002,False,0.0743,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,検証,929320,60002,False,0.0743,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,アクセス,929345,60004,False,0.0742,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,929492,60002,False,0.0741,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,929560,60002,False,0.074,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,遮断,929566,60002,False,0.074,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,削除,929596,60002,False,0.0741,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,929641,60002,False,0.074,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,929711,60002,False,0.074,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,929737,60002,False,0.074,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,可能性,929770,60003,False,0.074,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,930822,60002,False,0.0733,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,930872,60002,False,0.0733,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,931633,60002,False,0.0746,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,監視,931694,60002,False,0.0746,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,931882,60002,False,0.0748,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,許可,932054,60002,False,0.0749,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,932177,60002,False,0.0748,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,932276,60002,False,0.0748,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,932407,60002,False,0.0741,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,932538,60002,False,0.0735,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,確認,932611,60002,False,0.0733,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,932802,60002,False,0.0732,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,可能性,932946,60003,False,0.0732,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,934575,60002,False,0.0727,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,934674,60002,False,0.0727,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,934747,60002,False,0.0728,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,遮断,934749,60002,False,0.0728,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,934810,60002,False,0.0729,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,934876,60002,False,0.0729,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,935036,60002,False,0.0729,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,935152,60002,False,0.0728,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,935199,60002,False,0.0728,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,935280,60002,False,0.0728,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,936512,60002,False,0.0719,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,937371,60002,False,0.0715,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,937478,60002,False,0.0714,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,937766,60002,False,0.0712,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,937878,60002,False,0.0712,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,938167,60002,False,0.0712,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,遮断,938169,60002,False,0.0712,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,938316,60002,False,0.0713,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,確認,938327,60002,False,0.0713,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,940096,60002,False,0.0743,False,False,False,False,False,False,True,
06000-08999,part3.zip:part3.txt,通信,1641132,60002,False,0.0935,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1642102,60002,False,0.0935,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1645608,60003,False,0.0942,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1645697,60002,False,0.0941,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1645760,60003,False,0.0941,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,認証,1645829,60002,False,0.0942,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1645974,60002,False,0.0941,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1646026,60002,False,0.094,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,アクセス,1646049,60004,False,0.094,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1646622,60002,False,0.0941,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1646666,60003,False,0.0941,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1646739,60002,False,0.094,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1646754,60003,False,0.0941,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1648404,60002,False,0.0943,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1648556,60003,False,0.0941,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1648582,60002,False,0.094,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1648631,60002,False,0.094,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1648938,60002,False,0.0937,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,監視,1649008,60002,False,0.0936,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1649119,60003,False,0.0935,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1649161,60002,False,0.0935,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1649193,60002,False,0.0935,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,共有,1649198,60002,False,0.0934,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1651232,60003,False,0.0938,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1651592,60002,False,0.0935,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1651635,60002,False,0.0934,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1651660,60002,False,0.0934,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1652073,60002,False,0.0929,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1652264,60002,False,0.093,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1654195,60003,False,0.0937,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,監視,1654241,60002,False,0.0937,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1654301,60002,False,0.0936,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,追跡,1654523,60002,False,0.0933,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1654653,60002,False,0.0932,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1654694,60002,False,0.0931,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1654731,60003,False,0.0931,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1654885,60003,False,0.093,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1655184,60002,False,0.0933,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,監視,1657247,60002,False,0.0931,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1657274,60003,False,0.093,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1657461,60002,False,0.0929,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,監視,1657578,60002,False,0.0929,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1657621,60002,False,0.0929,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,設定,1657629,60002,False,0.0929,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1657707,60002,False,0.0929,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1657789,60002,False,0.0929,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,設定,1657891,60002,False,0.0929,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1657961,60002,False,0.0928,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1658168,60003,False,0.0929,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1660774,60003,False,0.0918,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1660823,60002,False,0.0917,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,監視,1660833,60002,False,0.0917,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1660844,60003,False,0.0918,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1660898,60002,False,0.0917,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1660920,60003,False,0.0917,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1661249,60002,False,0.0918,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1661288,60003,False,0.0918,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1661462,60002,False,0.0917,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1661558,60003,False,0.0918,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1661611,60003,False,0.0918,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1661662,60002,False,0.0917,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,監視,1661743,60002,False,0.0918,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1661755,60003,False,0.0919,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,監視,1661877,60002,False,0.0919,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1661907,60002,False,0.092,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1665360,60002,False,0.0916,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,共有,1665449,60002,False,0.0914,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1665465,60003,False,0.0914,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1665554,60002,False,0.0913,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1665754,60002,False,0.0913,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,監視,1665967,60002,False,0.091,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1666119,60002,False,0.0911,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1666157,60003,False,0.0911,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1666339,60002,False,0.0912,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1666362,60002,False,0.0911,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1666434,60002,False,0.0912,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,監視,1669645,60002,False,0.0908,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,設定,1669750,60002,False,0.0908,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,設定,1669826,60002,False,0.0908,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1669981,60002,False,0.0911,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1670012,60002,False,0.0911,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1670116,60002,False,0.0913,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,設定,1670129,60002,False,0.0913,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,許可,1670196,60002,False,0.0914,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1670249,60002,False,0.0914,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,設定,1670262,60002,False,0.0914,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,設定,1670583,60002,False,0.0917,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1670633,60002,False,0.0918,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,削除,1670908,60002,False,0.0922,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,削除,1670938,60002,False,0.0922,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,復元,1670970,60002,False,0.0922,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,削除,1671033,60002,False,0.0922,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1672868,60002,False,0.0911,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1672945,60002,False,0.0912,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1672969,60003,False,0.0912,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1673107,60002,False,0.0914,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,設定,1673418,60002,False,0.0917,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,設定,1673554,60002,False,0.0919,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,設定,1673675,60002,False,0.092,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,設定,1673722,60002,False,0.092,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1673830,60002,False,0.0922,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,遮断,1674280,60002,False,0.0923,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1674297,60002,False,0.0923,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1676067,60002,False,0.0916,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,監視,1676077,60002,False,0.0916,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,設定,1676102,60002,False,0.0916,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1676190,60002,False,0.0915,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,許可,1676308,60002,False,0.0915,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,設定,1676318,60002,False,0.0915,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1676335,60003,False,0.0916,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,設定,1676447,60002,False,0.0915,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1676709,60002,False,0.0915,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,監視,1676824,60002,False,0.0916,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,共有,1677017,60002,False,0.0918,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1677173,60002,False,0.0919,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,削除,1677265,60002,False,0.092,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,復元,1677273,60002,False,0.0921,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,設定,1677308,60002,False,0.0921,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1677311,60002,False,0.0921,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1677321,60002,False,0.0922,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,設定,1677392,60002,False,0.0921,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,設定,1677434,60002,False,0.0922,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1679350,60003,False,0.0916,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,検証,1679629,60002,False,0.0918,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1679733,60002,False,0.0919,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1679919,60002,False,0.0922,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,監視,1680033,60002,False,0.0922,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1680092,60003,False,0.0924,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1680153,60003,False,0.0924,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1680326,60003,False,0.0924,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1682449,60003,False,0.092,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1682512,60002,False,0.0921,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1682572,60002,False,0.0921,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1682591,60003,False,0.0921,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1682871,60002,False,0.0922,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1683100,60002,False,0.0923,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1684944,60003,False,0.0916,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,監視,1685095,60002,False,0.0915,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1685149,60002,False,0.0916,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1685563,60002,False,0.0923,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,アクセス,1685687,60004,False,0.0924,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,削除,1685701,60002,False,0.0923,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1688641,60002,False,0.0924,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1688833,60003,False,0.0926,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1689032,60002,False,0.0929,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1689042,60003,False,0.0929,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1689300,60003,False,0.093,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1689395,60002,False,0.0929,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1689426,60002,False,0.0928,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1689661,60002,False,0.0927,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1689715,60003,False,0.0927,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1689813,60003,False,0.0927,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,遮断,1689945,60002,False,0.0927,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,遮断,1691692,60002,False,0.0928,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,遮断,1691805,60002,False,0.0927,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1692299,60002,False,0.093,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1692388,60002,False,0.093,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,監視,1692420,60002,False,0.093,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1692438,60003,False,0.093,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1692604,60002,False,0.0931,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,監視,1692695,60002,False,0.0931,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,遮断,1692705,60002,False,0.0931,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1695667,60002,False,0.0943,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,遮断,1695762,60002,False,0.0943,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1696174,60003,False,0.0939,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,遮断,1697084,60002,False,0.0936,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,アクセス,1697449,60004,False,0.0936,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1697580,60002,False,0.0937,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1697596,60003,False,0.0937,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,遮断,1697830,60002,False,0.0941,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,遮断,1698010,60002,False,0.0943,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1698084,60002,False,0.0943,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,遮断,1699807,60002,False,0.095,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,遮断,1700161,60002,False,0.0947,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1700874,60002,False,0.0944,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1702855,60002,False,0.0952,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,認証,1702960,60002,False,0.0951,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1703098,60002,False,0.095,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,認証,1703127,60002,False,0.0949,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,認証,1703149,60002,False,0.0949,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1703356,60002,False,0.0946,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1703447,60002,False,0.0946,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,遮断,1703450,60002,False,0.0946,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1703722,60002,False,0.0946,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,遮断,1703726,60002,False,0.0946,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1706254,60002,False,0.0946,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1706678,60003,False,0.0945,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1706785,60003,False,0.0945,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1706924,60002,False,0.0947,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1707008,60003,False,0.0945,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1707108,60002,False,0.0944,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,遮断,1707185,60002,False,0.0943,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,監視,1709137,60002,False,0.0938,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1709147,60003,False,0.0938,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1709230,60003,False,0.0938,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1709342,60002,False,0.0938,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1709385,60002,False,0.0938,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1709413,60003,False,0.0938,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1709787,60002,False,0.0935,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1709816,60002,False,0.0935,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1709845,60003,False,0.0935,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,遮断,1709937,60002,False,0.0936,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1709967,60002,False,0.0935,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,監視,1710102,60002,False,0.0934,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1710138,60003,False,0.0934,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1711826,60002,False,0.094,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,通信,1712005,60002,False,0.0941,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,遮断,1712328,60002,False,0.0938,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,遮断,1712447,60002,False,0.0937,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,遮断,1712728,60002,False,0.0933,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1715939,60002,False,0.0926,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1718224,60003,False,0.0936,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1718491,60003,False,0.0938,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1718600,60003,False,0.0938,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1718628,60002,False,0.0938,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1720685,60003,False,0.093,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,アクセス,1720854,60004,False,0.093,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,設定,1720950,60002,False,0.093,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,設定,1720961,60002,False,0.093,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1721159,60002,False,0.093,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,設定,1721199,60002,False,0.0929,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,設定,1721238,60002,False,0.093,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,設定,1721315,60002,False,0.0931,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1721354,60002,False,0.0931,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1721384,60002,False,0.0931,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,設定,1721580,60002,False,0.093,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,設定,1721673,60002,False,0.093,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,監視,1722012,60002,False,0.093,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,設定,1722136,60002,False,0.093,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,確認,1724495,60002,False,0.0932,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1724703,60003,False,0.0932,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,監視,1724878,60002,False,0.0931,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,可能性,1724897,60003,False,0.0931,False,False,True,False,False,False,False,
06000-08999,part3.zip:part3.txt,設定,1724997,60002,False,0.0931,False,False,True,False,False,False,False,
