logical_path,class,file_size,dates_found,pid_presence,session_presence,SYSTEM,MDM,jp_tamper_terms_total,join_key_hits,sha256
part2.zip:part2.txt,Sub,103424487,"2025-06-03,2025-06-04,2025-06-08,2025-06-21,2025-06-29,2025-06-30,2025-07-01,2025-07-02,2025-07-03,2025-07-13,2025-07-21,2025-07-22,2025-07-23",Yes,Yes,51,56,0,180,7ead6e408c7c3f9569221bee53d9a5902dd9977155b62c76c194b638c1d342ea
